model,alert_level,direction,timestamp,current_price
Alert4,500,Above,2024-12-25 14:21:00,98588.0
Alert4,250,Above,2024-12-25 13:40:00,98397.0
Alert2,250,Above,2024-12-25 13:40:00,98397.1
Alert4,250,Below,2024-12-25 12:02:00,97604.3
Alert2,250,Below,2024-12-25 12:00:00,97785.2
Alert2,500,Above,2024-12-25 11:16:00,98674.9
Alert4,500,Above,2024-12-25 11:16:00,98674.9
Alert4,250,Above,2024-12-25 11:13:00,98491.4
Alert2,250,Above,2024-12-25 11:13:00,98491.4
Alert2,1000,Above,2024-12-25 10:22:00,99105.7
Alert4,1000,Above,2024-12-25 10:21:00,99089.7
Alert2,750,Above,2024-12-25 10:20:00,98903.8
Alert2,500,Above,2024-12-25 10:18:00,98721.0
Alert4,500,Above,2024-12-25 10:17:00,98749.9
Alert2,250,Above,2024-12-25 10:13:00,98495.8
Alert4,250,Above,2024-12-25 10:11:00,98406.0
Alert4,250,Above,2024-12-25 06:22:00,98487.0
Alert2,250,Above,2024-12-25 06:20:00,98460.2
Alert4,250,Above,2024-12-24 23:56:00,98755.8
Alert2,250,Above,2024-12-24 23:54:00,98669.0
Alert4,1250,Above,2024-12-24 22:18:00,98880.1
Alert2,1250,Above,2024-12-24 22:18:00,98880.1
Alert2,1000,Above,2024-12-24 22:09:00,98560.5
Alert4,1000,Above,2024-12-24 22:05:00,98561.1
Alert4,750,Above,2024-12-24 21:54:00,98365.1
Alert2,750,Above,2024-12-24 21:53:00,98347.4
Alert2,500,Above,2024-12-24 21:32:00,98104.0
Alert2,250,Above,2024-12-24 21:22:00,98086.0
Alert4,500,Above,2024-12-24 21:18:00,97947.7
Alert2,250,Above,2024-12-24 19:25:00,98514.1
Alert4,500,Above,2024-12-24 19:05:00,98523.1
Alert4,500,Above,2024-12-24 18:57:00,98595.7
Alert2,3250,Above,2024-12-24 14:58:00,97379.9
Alert4,3000,Above,2024-12-24 14:55:00,97213.1
Alert2,3000,Above,2024-12-24 14:53:00,97279.2
Alert2,2750,Above,2024-12-24 14:38:00,96999.0
Alert4,2750,Above,2024-12-24 14:38:00,96999.0
Alert4,2500,Above,2024-12-24 14:28:00,96743.0
Alert2,2500,Above,2024-12-24 14:28:00,96743.0
Alert4,2250,Above,2024-12-24 14:22:00,96389.2
Alert2,2250,Above,2024-12-24 14:22:00,96389.2
Alert2,2000,Above,2024-12-24 14:07:00,96080.0
Alert4,2000,Above,2024-12-24 14:01:00,96099.9
Alert2,1750,Above,2024-12-24 13:56:00,95851.3
Alert4,1750,Above,2024-12-24 13:56:00,95851.2
Alert2,1500,Above,2024-12-24 13:53:00,95647.5
Alert2,1250,Above,2024-12-24 13:52:00,95552.2
Alert4,1500,Above,2024-12-24 13:52:00,95552.2
Alert4,1250,Above,2024-12-24 13:50:00,95333.0
Alert4,1000,Above,2024-12-24 13:49:00,95140.9
Alert2,1000,Above,2024-12-24 13:40:00,95120.9
Alert2,750,Above,2024-12-24 13:35:00,94915.8
Alert4,750,Above,2024-12-24 13:34:00,94870.1
Alert4,500,Above,2024-12-24 13:29:00,94707.1
Alert2,500,Above,2024-12-24 13:28:00,94654.2
Alert2,250,Above,2024-12-24 13:14:00,94370.7
Alert4,250,Above,2024-12-24 13:11:00,94314.1
Alert4,250,Above,2024-12-24 11:55:00,94240.1
Alert2,250,Below,2024-12-24 10:24:00,93749.9
Alert4,250,Below,2024-12-24 10:23:00,93790.1
Alert2,250,Above,2024-12-24 09:08:00,94300.0
Alert4,250,Above,2024-12-24 09:06:00,94346.0
Alert2,250,Above,2024-12-24 08:07:00,94441.5
Alert4,250,Above,2024-12-24 08:06:00,94441.5
Alert4,250,Below,2024-12-24 07:09:00,93746.1
Alert4,250,Above,2024-12-24 06:02:00,94425.0
Alert2,250,Above,2024-12-24 06:02:00,94425.0
Alert2,250,Above,2024-12-24 05:00:00,94284.1
Alert4,250,Above,2024-12-24 04:57:00,94247.4
Alert4,250,Above,2024-12-24 03:36:00,94161.1
Alert2,250,Above,2024-12-24 03:33:00,94191.5
Alert2,500,Above,2024-12-23 23:58:00,94699.4
Alert4,1000,Above,2024-12-23 23:23:00,95313.7
Alert2,750,Above,2024-12-23 23:14:00,95165.3
Alert4,500,Above,2024-12-23 23:10:00,95172.1
Alert4,750,Above,2024-12-23 23:06:00,95200.0
Alert4,500,Above,2024-12-23 23:03:00,95089.0
Alert2,500,Above,2024-12-23 23:02:00,95089.4
Alert2,250,Above,2024-12-23 22:59:00,94900.0
Alert4,250,Above,2024-12-23 22:59:00,94900.0
Alert4,250,Below,2024-12-23 20:55:00,93091.1
Alert4,500,Below,2024-12-23 20:45:00,92866.1
Alert4,1000,Below,2024-12-23 20:11:00,92576.9
Alert4,500,Below,2024-12-23 20:09:00,92542.9
Alert2,500,Below,2024-12-23 20:09:00,92542.9
Alert2,250,Below,2024-12-23 19:52:00,92900.1
Alert4,250,Below,2024-12-23 19:49:00,93010.2
Alert4,1250,Below,2024-12-23 18:55:00,92610.1
Alert4,750,Below,2024-12-23 18:52:00,92669.1
Alert2,750,Below,2024-12-23 18:52:00,92669.1
Alert4,500,Below,2024-12-23 18:48:00,92929.7
Alert2,500,Below,2024-12-23 18:46:00,92995.0
Alert4,250,Below,2024-12-23 18:28:00,93191.9
Alert2,250,Below,2024-12-23 18:25:00,93100.1
Alert4,1750,Below,2024-12-23 15:11:00,93360.0
Alert2,1750,Below,2024-12-23 15:11:00,93360.0
Alert2,1500,Below,2024-12-23 15:03:00,93761.3
Alert4,1500,Below,2024-12-23 14:51:00,93840.1
Alert2,1250,Below,2024-12-23 14:49:00,93840.1
Alert4,1250,Below,2024-12-23 14:47:00,93963.9
Alert2,1000,Below,2024-12-23 14:44:00,94253.4
Alert2,750,Below,2024-12-23 14:41:00,94265.9
Alert4,1000,Below,2024-12-23 14:41:00,94265.9
Alert4,500,Below,2024-12-23 14:39:00,94942.2
Alert4,500,Below,2024-12-23 13:55:00,94794.4
Alert2,250,Below,2024-12-23 13:54:00,94752.9
Alert4,250,Below,2024-12-23 13:50:00,94963.7
Alert2,250,Above,2024-12-23 12:53:00,96273.6
Alert2,500,Above,2024-12-23 11:53:00,95814.2
Alert2,250,Above,2024-12-23 11:50:00,95798.7
Alert2,500,Above,2024-12-23 10:59:00,96257.6
Alert2,250,Above,2024-12-23 10:41:00,95942.1
Alert2,750,Above,2024-12-23 09:07:00,95980.9
Alert2,500,Above,2024-12-23 09:03:00,95690.7
Alert2,250,Above,2024-12-23 08:50:00,95351.5
Alert2,250,Above,2024-12-23 07:49:00,95395.3
Alert2,250,Above,2024-12-23 05:31:00,95684.0
Alert2,1000,Above,2024-12-23 04:08:00,96223.7
Alert2,750,Above,2024-12-23 04:06:00,96068.9
Alert2,500,Above,2024-12-23 04:00:00,95896.1
Alert2,250,Above,2024-12-23 03:51:00,95782.0
Alert4,250,Below,2024-12-23 02:16:00,93914.0
Alert2,500,Below,2024-12-23 02:12:00,94028.9
Alert2,250,Below,2024-12-23 01:59:00,94370.8
Alert2,1250,Below,2024-12-23 01:23:00,93936.2
Alert2,1000,Below,2024-12-23 00:56:00,94303.7
Alert2,750,Below,2024-12-23 00:52:00,94328.5
Alert2,500,Below,2024-12-23 00:50:00,94684.9
Alert2,750,Below,2024-12-23 00:35:00,94427.3
Alert2,500,Below,2024-12-23 00:28:00,94587.2
Alert2,250,Below,2024-12-23 00:17:00,94779.3
Alert2,500,Below,2024-12-22 22:22:00,94940.9
Alert2,500,Below,2024-12-22 22:08:00,94250.1
Alert2,250,Below,2024-12-22 22:06:00,94640.5
Alert2,1500,Below,2024-12-22 20:08:00,94495.3
Alert2,1250,Below,2024-12-22 20:05:00,94597.5
Alert4,1000,Below,2024-12-22 19:57:00,94734.0
Alert4,750,Below,2024-12-22 19:54:00,94777.5
Alert2,1000,Below,2024-12-22 19:54:00,94777.5
Alert2,750,Below,2024-12-22 19:53:00,95000.0
Alert2,500,Below,2024-12-22 19:32:00,95606.8
Alert4,500,Below,2024-12-22 19:31:00,95595.3
Alert2,1250,Below,2024-12-22 15:19:00,95230.1
Alert4,1750,Below,2024-12-22 15:04:00,95203.5
Alert2,1000,Below,2024-12-22 14:56:00,95418.0
Alert4,1500,Below,2024-12-22 14:56:00,95418.0
Alert4,1250,Below,2024-12-22 14:34:00,95722.6
Alert2,750,Below,2024-12-22 14:31:00,95682.0
Alert2,500,Below,2024-12-22 14:28:00,95778.0
Alert4,1000,Below,2024-12-22 14:24:00,95960.1
Alert2,250,Below,2024-12-22 14:23:00,96153.8
Alert4,750,Below,2024-12-22 14:22:00,96200.0
Alert4,500,Below,2024-12-22 14:21:00,96365.7
Alert4,250,Below,2024-12-22 14:06:00,96732.3
Alert2,250,Above,2024-12-22 10:56:00,97027.8
Alert2,250,Above,2024-12-22 09:46:00,97023.0
Alert2,250,Below,2024-12-22 07:59:00,96061.6
Alert2,750,Below,2024-12-22 06:08:00,96209.6
Alert2,500,Below,2024-12-22 05:59:00,96090.7
Alert2,1000,Below,2024-12-22 05:11:00,95872.3
Alert2,750,Below,2024-12-22 05:00:00,96021.1
Alert4,500,Below,2024-12-22 04:50:00,96280.9
Alert2,500,Below,2024-12-22 04:46:00,96266.1
Alert4,250,Below,2024-12-22 04:45:00,96360.1
Alert2,250,Below,2024-12-22 04:44:00,96480.0
Alert4,500,Below,2024-12-22 03:02:00,96555.0
Alert2,500,Below,2024-12-22 02:44:00,96745.7
Alert4,250,Below,2024-12-22 02:41:00,96701.1
Alert2,250,Below,2024-12-22 02:41:00,96701.1
Alert4,250,Below,2024-12-22 01:41:00,96839.3
Alert2,250,Below,2024-12-22 01:41:00,96839.3
Alert2,250,Below,2024-12-21 23:09:00,96888.1
Alert2,250,Below,2024-12-21 22:33:00,96965.3
Alert4,250,Below,2024-12-21 22:32:00,96972.8
Alert4,250,Below,2024-12-21 22:22:00,96957.1
Alert2,500,Below,2024-12-21 21:54:00,96616.5
Alert4,500,Below,2024-12-21 21:53:00,96654.1
Alert4,250,Below,2024-12-21 21:40:00,96895.1
Alert2,250,Below,2024-12-21 21:40:00,96895.1
Alert2,250,Above,2024-12-21 20:20:00,97923.6
Alert4,500,Below,2024-12-21 19:23:00,96799.8
Alert2,500,Below,2024-12-21 19:22:00,96813.1
Alert4,250,Below,2024-12-21 19:09:00,96993.0
Alert2,250,Below,2024-12-21 19:07:00,97102.1
Alert2,250,Below,2024-12-21 17:11:00,97069.7
Alert4,250,Below,2024-12-21 17:10:00,97114.3
Alert4,250,Below,2024-12-21 16:49:00,97218.0
Alert4,250,Below,2024-12-21 14:11:00,97480.5
Alert4,500,Below,2024-12-21 13:49:00,97309.5
Alert4,250,Below,2024-12-21 13:37:00,96964.8
Alert4,1500,Below,2024-12-21 13:31:00,96487.6
Alert4,1000,Below,2024-12-21 13:31:00,96487.6
Alert4,750,Below,2024-12-21 13:31:00,96487.6
Alert2,750,Below,2024-12-21 13:30:00,96549.9
Alert2,250,Below,2024-12-21 13:30:00,96549.9
Alert2,500,Below,2024-12-21 13:27:00,96825.1
Alert4,1250,Below,2024-12-21 13:24:00,96779.7
Alert4,500,Below,2024-12-21 13:19:00,97189.5
Alert4,250,Below,2024-12-21 13:05:00,97242.5
Alert2,250,Below,2024-12-21 13:00:00,97112.6
Alert4,1000,Below,2024-12-21 13:00:00,97112.6
Alert4,750,Below,2024-12-21 13:00:00,97112.6
Alert4,500,Below,2024-12-21 12:45:00,97500.2
Alert4,250,Below,2024-12-21 12:34:00,97663.5
Alert4,250,Above,2024-12-21 10:45:00,98180.0
Alert4,750,Above,2024-12-21 10:15:00,98596.5
Alert4,500,Above,2024-12-21 10:13:00,98555.6
Alert4,250,Above,2024-12-21 10:13:00,98555.6
Alert4,250,Above,2024-12-21 08:33:00,98654.1
Alert2,250,Above,2024-12-21 08:26:00,98620.3
Alert4,250,Above,2024-12-21 08:02:00,99043.4
Alert2,250,Above,2024-12-21 07:55:00,99180.0
Alert4,750,Above,2024-12-21 07:54:00,99180.1
Alert4,500,Above,2024-12-21 07:49:00,99324.0
Alert2,1250,Above,2024-12-21 07:49:00,99324.0
Alert2,500,Above,2024-12-21 07:48:00,99449.8
Alert4,1000,Above,2024-12-21 07:45:00,99440.6
Alert2,1000,Above,2024-12-21 07:45:00,99440.6
Alert2,750,Above,2024-12-21 07:38:00,99186.2
Alert4,250,Above,2024-12-21 07:32:00,98901.2
Alert2,250,Above,2024-12-21 07:24:00,98750.0
Alert4,750,Above,2024-12-21 07:23:00,98727.9
Alert4,500,Above,2024-12-21 07:18:00,98611.0
Alert2,500,Above,2024-12-21 07:17:00,98611.0
Alert4,250,Above,2024-12-21 06:59:00,98658.9
Alert2,1000,Above,2024-12-21 06:58:00,98659.0
Alert2,250,Above,2024-12-21 06:54:00,98577.1
Alert4,750,Above,2024-12-21 06:49:00,98612.0
Alert2,750,Above,2024-12-21 06:49:00,98595.4
Alert4,500,Above,2024-12-21 06:48:00,98577.0
Alert2,500,Above,2024-12-21 06:47:00,98587.5
Alert4,1000,Above,2024-12-21 06:42:00,98532.1
Alert4,250,Above,2024-12-21 06:28:00,98371.7
Alert2,1000,Above,2024-12-21 06:28:00,98371.7
Alert2,250,Above,2024-12-21 06:24:00,98376.6
Alert2,750,Above,2024-12-21 06:18:00,98558.4
Alert4,750,Above,2024-12-21 06:19:00,98516.6
Alert4,500,Above,2024-12-21 06:18:00,98558.5
Alert2,500,Above,2024-12-21 06:17:00,98669.6
Alert2,1250,Above,2024-12-21 06:12:00,98734.8
Alert4,1250,Above,2024-12-21 06:12:00,98734.9
Alert4,250,Above,2024-12-21 05:58:00,98613.8
Alert4,1000,Above,2024-12-21 05:57:00,98452.9
Alert2,1000,Above,2024-12-21 05:56:00,98431.1
Alert2,250,Above,2024-12-21 05:53:00,98200.0
Alert2,750,Above,2024-12-21 05:48:00,98286.6
Alert4,750,Above,2024-12-21 05:48:00,98286.6
Alert4,500,Above,2024-12-21 05:47:00,98100.1
Alert2,500,Above,2024-12-21 05:47:00,98100.1
Alert4,250,Above,2024-12-21 05:27:00,97577.0
Alert2,250,Above,2024-12-21 05:22:00,97618.8
Alert4,250,Above,2024-12-21 04:55:00,97514.8
Alert2,250,Above,2024-12-21 04:52:00,97496.1
Alert4,1000,Above,2024-12-21 01:00:00,97520.4
Alert4,1250,Above,2024-12-21 00:57:00,97564.5
Alert4,750,Above,2024-12-21 00:41:00,97430.9
Alert4,500,Above,2024-12-21 00:41:00,97430.9
Alert4,250,Above,2024-12-21 00:36:00,97300.2
Alert2,1000,Above,2024-12-21 00:16:00,97456.7
Alert2,750,Above,2024-12-21 00:16:00,97456.7
Alert2,500,Above,2024-12-21 00:16:00,97456.7
Alert4,500,Above,2024-12-21 00:09:00,97577.7
Alert2,250,Above,2024-12-21 00:08:00,97483.0
Alert4,250,Above,2024-12-21 00:05:00,97702.2
Alert2,750,Above,2024-12-21 00:00:00,97781.8
Alert4,1000,Above,2024-12-20 23:59:00,97758.4
Alert2,1750,Above,2024-12-20 23:58:00,97758.2
Alert2,1500,Above,2024-12-20 23:58:00,97758.2
Alert2,1250,Above,2024-12-20 23:58:00,97758.2
Alert2,500,Above,2024-12-20 23:58:00,97758.2
Alert4,750,Above,2024-12-20 23:57:00,97769.3
Alert2,1000,Above,2024-12-20 23:56:00,97690.1
Alert4,500,Above,2024-12-20 23:53:00,97573.3
Alert2,250,Above,2024-12-20 23:53:00,97573.3
Alert4,250,Above,2024-12-20 23:50:00,97616.4
Alert2,750,Above,2024-12-20 23:44:00,97473.2
Alert2,500,Above,2024-12-20 23:42:00,97597.1
Alert4,750,Above,2024-12-20 23:43:00,97590.0
Alert4,1000,Above,2024-12-20 23:39:00,97629.1
Alert4,500,Above,2024-12-20 23:38:00,97552.2
Alert2,250,Above,2024-12-20 23:37:00,97517.0
Alert4,250,Above,2024-12-20 23:35:00,97639.3
Alert2,1250,Above,2024-12-20 23:31:00,97749.1
Alert2,1000,Above,2024-12-20 23:31:00,97749.1
Alert2,750,Above,2024-12-20 23:29:00,97738.6
Alert4,1250,Above,2024-12-20 23:27:00,97700.6
Alert4,750,Above,2024-12-20 23:27:00,97700.6
Alert2,500,Above,2024-12-20 23:27:00,97700.6
Alert4,1000,Above,2024-12-20 23:24:00,97688.9
Alert4,500,Above,2024-12-20 23:23:00,97653.0
Alert2,250,Above,2024-12-20 23:20:00,97478.1
Alert4,250,Above,2024-12-20 23:20:00,97478.1
Alert4,2500,Above,2024-12-20 23:17:00,97548.0
Alert4,2250,Above,2024-12-20 23:17:00,97548.0
Alert4,2000,Above,2024-12-20 23:17:00,97548.0
Alert4,1750,Above,2024-12-20 23:17:00,97548.0
Alert4,1500,Above,2024-12-20 23:17:00,97548.0
Alert2,1000,Above,2024-12-20 23:16:00,97525.0
Alert2,1250,Above,2024-12-20 23:14:00,97519.1
Alert2,750,Above,2024-12-20 23:12:00,97499.9
Alert4,1250,Above,2024-12-20 23:12:00,97499.9
Alert4,750,Above,2024-12-20 23:12:00,97499.9
Alert2,500,Above,2024-12-20 23:11:00,97478.1
Alert4,1000,Above,2024-12-20 23:09:00,97466.5
Alert4,500,Above,2024-12-20 23:06:00,97430.2
Alert4,250,Above,2024-12-20 23:04:00,97384.6
Alert2,250,Above,2024-12-20 23:05:00,97402.4
Alert4,1500,Above,2024-12-20 23:01:00,97412.2
Alert2,1000,Above,2024-12-20 23:00:00,97403.2
Alert2,1500,Above,2024-12-20 22:57:00,97378.1
Alert2,750,Above,2024-12-20 22:57:00,97378.1
Alert4,1250,Above,2024-12-20 22:56:00,97354.3
Alert4,750,Above,2024-12-20 22:56:00,97354.3
Alert2,1250,Above,2024-12-20 22:56:00,97354.3
Alert2,500,Above,2024-12-20 22:55:00,97322.2
Alert4,1000,Above,2024-12-20 22:54:00,97308.7
Alert4,500,Above,2024-12-20 22:51:00,97177.7
Alert4,250,Above,2024-12-20 22:49:00,97122.0
Alert2,250,Above,2024-12-20 22:49:00,97122.0
Alert2,1000,Above,2024-12-20 22:45:00,97115.5
Alert2,750,Above,2024-12-20 22:41:00,97015.9
Alert2,500,Above,2024-12-20 22:39:00,97022.9
Alert4,750,Above,2024-12-20 22:39:00,97022.9
Alert4,1000,Above,2024-12-20 22:39:00,97022.9
Alert4,500,Above,2024-12-20 22:35:00,97087.1
Alert4,250,Above,2024-12-20 22:35:00,97087.1
Alert2,250,Above,2024-12-20 22:32:00,97023.0
Alert4,750,Above,2024-12-20 22:24:00,97128.0
Alert2,500,Above,2024-12-20 22:24:00,97128.0
Alert4,500,Above,2024-12-20 22:19:00,96905.0
Alert4,250,Above,2024-12-20 22:19:00,96905.0
Alert2,250,Above,2024-12-20 22:16:00,96687.0
Alert2,750,Above,2024-12-20 21:40:00,96317.2
Alert2,500,Above,2024-12-20 21:40:00,96317.2
Alert2,250,Above,2024-12-20 21:40:00,96317.2
Alert2,250,Above,2024-12-20 20:13:00,97079.4
Alert2,250,Above,2024-12-20 19:50:00,97400.1
Alert4,250,Above,2024-12-20 19:49:00,97381.0
Alert4,500,Above,2024-12-20 19:49:00,97381.0
Alert2,500,Above,2024-12-20 19:40:00,97469.6
Alert2,250,Above,2024-12-20 19:35:00,97688.8
Alert4,250,Above,2024-12-20 19:35:00,97688.8
Alert4,750,Above,2024-12-20 19:33:00,97665.8
Alert4,500,Above,2024-12-20 19:33:00,97665.8
Alert2,500,Above,2024-12-20 19:24:00,97595.2
Alert2,250,Above,2024-12-20 19:18:00,97244.0
Alert4,250,Above,2024-12-20 19:18:00,97244.0
